time,open,high,low,close,volume
2005-05-02 05:00:00+07:00,0.778,0.7806,0.7518,0.7551,298979.0
2005-06-01 05:00:00+07:00,0.7552,0.7767,0.7469,0.7564,401778.0
2005-07-01 05:00:00+07:00,0.7593,0.7664,0.7336,0.7551,342315.0
2005-08-01 05:00:00+07:00,0.7542,0.7742,0.7449,0.7528,307434.0
2005-09-01 05:00:00+07:00,0.7539,0.7761,0.7503,0.7601,395439.0
2005-10-03 05:00:00+07:00,0.7602,0.7621,0.7421,0.7467,382918.0
2005-11-01 06:00:00+07:00,0.7459,0.7463,0.7253,0.7388,431666.0
2005-12-01 06:00:00+07:00,0.7393,0.7579,0.7214,0.7325,486004.0
2006-01-02 06:00:00+07:00,0.7323,0.7579,0.7301,0.7565,471529.0
2006-02-01 06:00:00+07:00,0.7573,0.7573,0.7339,0.7427,416924.0
2006-03-01 06:00:00+07:00,0.7423,0.7498,0.7006,0.7157,591288.0
2006-04-03 05:00:00+07:00,0.7149,0.76,0.7107,0.759,496949.0
2006-05-01 05:00:00+07:00,0.7585,0.7788,0.7461,0.7518,610625.0
2006-06-01 05:00:00+07:00,0.7518,0.7544,0.7262,0.7428,480681.0
2006-07-03 05:00:00+07:00,0.7426,0.7671,0.7393,0.7656,444586.0
2006-08-01 05:00:00+07:00,0.7649,0.7711,0.7547,0.7633,494446.0
2006-09-01 05:00:00+07:00,0.7635,0.7718,0.7423,0.7444,525183.0
2006-10-02 05:00:00+07:00,0.7443,0.7745,0.7404,0.7737,451203.0
2006-11-01 06:00:00+07:00,0.7729,0.7906,0.7608,0.789,580237.0
2006-12-01 06:00:00+07:00,0.7885,0.793,0.7752,0.7866,575082.0
2007-01-01 06:00:00+07:00,0.7933,0.7964,0.7688,0.7746,718342.0
2007-02-01 06:00:00+07:00,0.7755,0.7943,0.7703,0.7875,576430.0
2007-03-01 06:00:00+07:00,0.7876,0.8108,0.7678,0.8072,841057.0
2007-04-02 05:00:00+07:00,0.8071,0.8378,0.8048,0.8295,602535.0
2007-05-01 05:00:00+07:00,0.8288,0.8345,0.8158,0.8278,740952.0
2007-06-01 05:00:00+07:00,0.8269,0.8504,0.8268,0.846,906101.0
2007-07-02 05:00:00+07:00,0.8464,0.8871,0.8446,0.8548,854543.0
2007-08-01 05:00:00+07:00,0.8487,0.8653,0.7665,0.816,1075626.0
2007-09-03 05:00:00+07:00,0.816,0.886,0.8155,0.8857,811193.0
2007-10-01 05:00:00+07:00,0.8858,0.9324,0.8726,0.9312,1014119.0
2007-11-01 05:00:00+07:00,0.9296,0.9382,0.864,0.8818,1333343.0
2007-12-03 06:00:00+07:00,0.8846,0.8906,0.8508,0.8726,626332.0
2008-01-01 06:00:00+07:00,0.8779,0.8972,0.8469,0.8928,1087096.0
2008-02-01 06:00:00+07:00,0.892,0.9481,0.8836,0.9306,865373.0
2008-03-03 06:00:00+07:00,0.93,0.9466,0.8785,0.9041,983836.0
2008-04-01 05:00:00+07:00,0.9045,0.9482,0.8938,0.9411,878017.0
2008-05-01 05:00:00+07:00,0.9378,0.9622,0.9224,0.9545,917711.0
2008-06-02 05:00:00+07:00,0.9527,0.9662,0.9224,0.9493,916369.0
2008-07-01 05:00:00+07:00,0.949,0.977,0.9343,0.9369,975105.0
2008-08-01 05:00:00+07:00,0.9364,0.9367,0.8473,0.8554,1101976.0
2008-09-01 05:00:00+07:00,0.8577,0.8577,0.7748,0.7886,1150044.0
2008-10-01 05:00:00+07:00,0.7897,0.799,0.5975,0.6656,772228.0
2008-11-03 06:00:00+07:00,0.6657,0.6993,0.6055,0.6555,511838.0
2008-12-01 06:00:00+07:00,0.6532,0.745,0.628,0.6997,476897.0
2009-01-01 06:00:00+07:00,0.6919,0.723,0.6326,0.6336,600423.0
2009-02-02 06:00:00+07:00,0.6326,0.6832,0.6231,0.6427,625779.0
2009-03-02 06:00:00+07:00,0.6473,0.706,0.628,0.6924,921731.0
2009-04-01 05:00:00+07:00,0.6881,0.7363,0.6822,0.7273,959903.0
2009-05-01 05:00:00+07:00,0.7234,0.801,0.722,0.7981,1002236.0
2009-06-01 05:00:00+07:00,0.802,0.8259,0.774,0.8029,1510925.0
2009-07-01 05:00:00+07:00,0.8014,0.8343,0.7663,0.8321,1568526.0
2009-08-03 05:00:00+07:00,0.8327,0.8463,0.8136,0.8424,1638516.0
2009-09-01 05:00:00+07:00,0.8433,0.8794,0.8232,0.8774,1663657.0
2009-10-01 05:00:00+07:00,0.8776,0.9282,0.85,0.8969,1941056.0
2009-11-02 06:00:00+07:00,0.8913,0.9382,0.8882,0.913,1929024.0
2009-12-01 06:00:00+07:00,0.9159,0.9315,0.8665,0.8917,1583068.0
2010-01-04 06:00:00+07:00,0.8923,0.9275,0.8793,0.8815,1751208.0
2010-02-01 06:00:00+07:00,0.8791,0.9053,0.8547,0.8957,2211349.0
2010-03-01 06:00:00+07:00,0.8963,0.9188,0.8922,0.9097,1958729.0
2010-04-01 05:00:00+07:00,0.9102,0.933,0.9078,0.9205,1837616.0
2010-05-03 05:00:00+07:00,0.919,0.9231,0.8049,0.8445,3179270.0
2010-05-31 05:00:00+07:00,0.8444,0.8772,0.8083,0.8374,2299691.0
2010-07-01 05:00:00+07:00,0.8339,0.9023,0.8247,0.8989,2172036.0
2010-08-02 05:00:00+07:00,0.9016,0.9183,0.8743,0.8868,2050217.0
2010-09-01 05:00:00+07:00,0.891,0.965,0.89,0.9586,1722633.0
2010-10-01 05:00:00+07:00,0.9578,0.9936,0.9464,0.9742,2037191.0
2010-11-01 05:00:00+07:00,0.9801,1.0137,0.9528,0.9589,2157342.0
2010-12-01 06:00:00+07:00,0.9572,1.0168,0.9521,1.0141,1612387.0
2011-01-03 06:00:00+07:00,1.0132,1.0137,0.9736,0.9922,2043607.0
2011-02-01 06:00:00+07:00,0.9912,1.0176,0.9911,1.0173,1767615.0
2011-03-01 06:00:00+07:00,1.017,1.0281,0.9606,1.0273,2501236.0
2011-04-01 05:00:00+07:00,1.0243,1.092,1.02,1.0913,1677153.0
2011-05-02 05:00:00+07:00,1.0915,1.0954,1.0414,1.0646,2547178.0
2011-06-01 05:00:00+07:00,1.0641,1.0765,1.0281,1.0626,2617898.0
2011-07-01 05:00:00+07:00,1.0607,1.1005,1.0435,1.0931,2161185.0
2011-08-01 05:00:00+07:00,1.0926,1.0996,0.9871,1.0666,3362471.0
2011-09-01 05:00:00+07:00,1.0669,1.0745,0.9524,0.9611,2960251.0
2011-10-03 05:00:00+07:00,0.9589,1.0687,0.9302,1.0531,3241296.0
2011-11-01 05:00:00+07:00,1.0481,1.0507,0.9633,1.0239,2742748.0
2011-12-01 06:00:00+07:00,1.0251,1.037,0.9783,1.0171,2013016.0
2012-01-02 06:00:00+07:00,1.0235,1.0629,1.0065,1.0561,2275021.0
2012-02-01 06:00:00+07:00,1.0569,1.0833,1.0515,1.074,2439380.0
2012-03-01 06:00:00+07:00,1.0709,1.0799,1.0214,1.0269,2964121.0
2012-04-02 05:00:00+07:00,1.0355,1.0422,1.015,1.0368,2423934.0
2012-05-01 05:00:00+07:00,1.0376,1.0391,0.9658,0.9727,3347935.0
2012-06-01 05:00:00+07:00,0.9713,1.0185,0.9564,1.0169,3300754.0
2012-07-02 05:00:00+07:00,1.0188,1.0492,1.004,1.0468,2837331.0
2012-08-01 05:00:00+07:00,1.045,1.0578,1.0262,1.0311,2694506.0
2012-09-03 05:00:00+07:00,1.0284,1.0567,1.0155,1.0303,2535640.0
2012-10-01 05:00:00+07:00,1.0299,1.0363,1.0089,1.034,2547273.0
2012-11-01 05:00:00+07:00,1.0338,1.0473,1.0263,1.041,2276905.0
2012-12-03 06:00:00+07:00,1.0417,1.0582,1.0281,1.0325,1800785.0
2013-01-01 06:00:00+07:00,1.0416,1.0547,1.034,1.04,1854576.0
2013-02-01 06:00:00+07:00,1.0397,1.0435,1.0168,1.0208,1924692.0
2013-03-01 06:00:00+07:00,1.0207,1.0432,1.0104,1.0353,1879962.0
2013-04-01 05:00:00+07:00,1.0354,1.0531,1.0179,1.0325,2313257.0
2013-05-01 05:00:00+07:00,1.0332,1.0346,0.9515,0.9562,3064832.0
2013-06-03 05:00:00+07:00,0.9596,0.9782,0.9062,0.9107,2925257.0
2013-07-01 05:00:00+07:00,0.9085,0.9284,0.8901,0.8978,2375961.0
2013-08-01 05:00:00+07:00,0.8924,0.9217,0.8823,0.8892,2038520.0
2013-09-02 05:00:00+07:00,0.8923,0.9476,0.8916,0.9279,1742337.0
2013-10-01 05:00:00+07:00,0.9278,0.9725,0.9242,0.9431,1660575.0
2013-11-01 05:00:00+07:00,0.9433,0.9518,0.9045,0.9092,1697988.0
2013-12-02 06:00:00+07:00,0.911,0.9164,0.8767,0.8882,1553320.0
2014-01-01 06:00:00+07:00,0.8827,0.9049,0.8632,0.8721,1946277.0
2014-02-03 06:00:00+07:00,0.8737,0.9065,0.8705,0.892,1567404.0
2014-03-03 06:00:00+07:00,0.89,0.9247,0.8882,0.9225,1778155.0
2014-04-01 05:00:00+07:00,0.922,0.9419,0.916,0.9267,1306670.0
2014-05-01 05:00:00+07:00,0.9257,0.9388,0.9175,0.9295,1273920.0
2014-06-02 05:00:00+07:00,0.9301,0.9437,0.9221,0.9376,1376514.0
2014-07-01 05:00:00+07:00,0.9382,0.9454,0.9251,0.9265,1614591.0
2014-08-01 05:00:00+07:00,0.9266,0.9364,0.9216,0.9325,1558317.0
2014-09-01 05:00:00+07:00,0.9318,0.9398,0.8636,0.8697,2786930.0
2014-10-01 05:00:00+07:00,0.8699,0.8882,0.8598,0.8769,2654573.0
2014-11-03 06:00:00+07:00,0.8734,0.8778,0.8469,0.8498,2054770.0
2014-12-01 06:00:00+07:00,0.8472,0.8536,0.8041,0.8122,1736186.0
2015-01-01 06:00:00+07:00,0.8127,0.8261,0.7697,0.7762,1887453.0
2015-02-02 06:00:00+07:00,0.7746,0.7905,0.7607,0.7804,1706724.0
2015-03-02 06:00:00+07:00,0.78,0.7901,0.755,0.7581,2301565.0
2015-04-01 05:00:00+07:00,0.758,0.8055,0.7504,0.7896,2195311.0
2015-05-01 05:00:00+07:00,0.7884,0.8151,0.7611,0.7649,1688423.0
2015-06-01 05:00:00+07:00,0.7639,0.7819,0.7555,0.7685,1798683.0
2015-07-01 05:00:00+07:00,0.7672,0.7708,0.7218,0.7276,1894246.0
2015-08-03 05:00:00+07:00,0.729,0.7426,0.7033,0.7118,2023444.0
