time,open,high,low,close
2005-03-01 07:00:00+07:00,-53134000000.0,-53134000000.0,-53134000000.0,-53134000000.0
2005-04-01 07:00:00+07:00,-57312000000.0,-57312000000.0,-57312000000.0,-57312000000.0
2005-05-01 07:00:00+07:00,-56040000000.0,-56040000000.0,-56040000000.0,-56040000000.0
2005-06-01 07:00:00+07:00,-58152000000.0,-58152000000.0,-58152000000.0,-58152000000.0
2005-07-01 07:00:00+07:00,-58301000000.0,-58301000000.0,-58301000000.0,-58301000000.0
2005-08-01 07:00:00+07:00,-58745000000.0,-58745000000.0,-58745000000.0,-58745000000.0
2005-09-01 07:00:00+07:00,-64882999999.99999,-64882999999.99999,-64882999999.99999,-64882999999.99999
2005-10-01 07:00:00+07:00,-67266000000.00001,-67266000000.00001,-67266000000.00001,-67266000000.00001
2005-11-01 07:00:00+07:00,-63859000000.0,-63859000000.0,-63859000000.0,-63859000000.0
2005-12-01 07:00:00+07:00,-64569000000.0,-64569000000.0,-64569000000.0,-64569000000.0
2006-01-01 07:00:00+07:00,-66965999999.99999,-66965999999.99999,-66965999999.99999,-66965999999.99999
2006-02-01 07:00:00+07:00,-62308000000.0,-62308000000.0,-62308000000.0,-62308000000.0
2006-03-01 07:00:00+07:00,-62396000000.0,-62396000000.0,-62396000000.0,-62396000000.0
2006-04-01 07:00:00+07:00,-62602000000.0,-62602000000.0,-62602000000.0,-62602000000.0
2006-05-01 07:00:00+07:00,-64818000000.0,-64818000000.0,-64818000000.0,-64818000000.0
2006-06-01 07:00:00+07:00,-63799000000.0,-63799000000.0,-63799000000.0,-63799000000.0
2006-07-01 07:00:00+07:00,-66909000000.00001,-66909000000.00001,-66909000000.00001,-66909000000.00001
2006-08-01 07:00:00+07:00,-68277000000.0,-68277000000.0,-68277000000.0,-68277000000.0
2006-09-01 07:00:00+07:00,-65095000000.0,-65095000000.0,-65095000000.0,-65095000000.0
2006-10-01 07:00:00+07:00,-59539000000.0,-59539000000.0,-59539000000.0,-59539000000.0
2006-11-01 07:00:00+07:00,-58939000000.0,-58939000000.0,-58939000000.0,-58939000000.0
2006-12-01 07:00:00+07:00,-61882000000.0,-61882000000.0,-61882000000.0,-61882000000.0
2007-01-01 07:00:00+07:00,-58013000000.0,-58013000000.0,-58013000000.0,-58013000000.0
2007-02-01 07:00:00+07:00,-58479000000.0,-58479000000.0,-58479000000.0,-58479000000.0
2007-03-01 07:00:00+07:00,-62183000000.0,-62183000000.0,-62183000000.0,-62183000000.0
2007-04-01 07:00:00+07:00,-60494000000.0,-60494000000.0,-60494000000.0,-60494000000.0
