time,open,high,low,close
2009-11-01 07:00:00+07:00,100.2,100.2,100.2,100.2
2009-12-01 07:00:00+07:00,100.3,100.3,100.3,100.3
2010-01-01 07:00:00+07:00,101.2,101.2,101.2,101.2
2010-02-01 07:00:00+07:00,101.0,101.0,101.0,101.0
2010-03-01 07:00:00+07:00,101.1,101.1,101.1,101.1
2010-04-01 07:00:00+07:00,101.4,101.4,101.4,101.4
2010-05-01 07:00:00+07:00,101.6,101.6,101.6,101.6
2010-06-01 07:00:00+07:00,101.4,101.4,101.4,101.4
2010-07-01 07:00:00+07:00,101.6,101.6,101.6,101.6
2010-08-01 07:00:00+07:00,101.8,101.8,101.8,101.8
2010-09-01 07:00:00+07:00,102.1,102.1,102.1,102.1
2010-10-01 07:00:00+07:00,102.5,102.5,102.5,102.5
2010-11-01 07:00:00+07:00,102.8,102.8,102.8,102.8
2010-12-01 07:00:00+07:00,103.1,103.1,103.1,103.1
2011-01-01 07:00:00+07:00,103.7,103.7,103.7,103.7
2011-02-01 07:00:00+07:00,104.3,104.3,104.3,104.3
2011-03-01 07:00:00+07:00,105.0,105.0,105.0,105.0
2011-04-01 07:00:00+07:00,105.5,105.5,105.5,105.5
2011-05-01 07:00:00+07:00,105.8,105.8,105.8,105.8
2011-06-01 07:00:00+07:00,105.9,105.9,105.9,105.9
2011-07-01 07:00:00+07:00,106.1,106.1,106.1,106.1
2011-08-01 07:00:00+07:00,106.3,106.3,106.3,106.3
2011-09-01 07:00:00+07:00,106.7,106.7,106.7,106.7
2011-10-01 07:00:00+07:00,106.3,106.3,106.3,106.3
2011-11-01 07:00:00+07:00,106.6,106.6,106.6,106.6
2011-12-01 07:00:00+07:00,106.5,106.5,106.5,106.5
2012-01-01 07:00:00+07:00,106.9,106.9,106.9,106.9
2012-02-01 07:00:00+07:00,107.2,107.2,107.2,107.2
2012-03-01 07:00:00+07:00,107.4,107.4,107.4,107.4
2012-04-01 07:00:00+07:00,107.7,107.7,107.7,107.7
2012-05-01 07:00:00+07:00,107.6,107.6,107.6,107.6
2012-06-01 07:00:00+07:00,107.3,107.3,107.3,107.3
2012-07-01 07:00:00+07:00,107.2,107.2,107.2,107.2
2012-08-01 07:00:00+07:00,107.5,107.5,107.5,107.5
2012-09-01 07:00:00+07:00,108.2,108.2,108.2,108.2
2012-10-01 07:00:00+07:00,108.3,108.3,108.3,108.3
2012-11-01 07:00:00+07:00,108.4,108.4,108.4,108.4
2012-12-01 07:00:00+07:00,108.4,108.4,108.4,108.4
2013-01-01 07:00:00+07:00,108.7,108.7,108.7,108.7
2013-02-01 07:00:00+07:00,108.9,108.9,108.9,108.9
2013-03-01 07:00:00+07:00,108.9,108.9,108.9,108.9
2013-04-01 07:00:00+07:00,108.7,108.7,108.7,108.7
2013-05-01 07:00:00+07:00,108.6,108.6,108.6,108.6
2013-06-01 07:00:00+07:00,109.0,109.0,109.0,109.0
