time,open,high,low,close,volume,pe_ratio
2021-10-01 14:00:00+07:00,34.404999,37.505001,32.689999,36.860001,1817.0,
2021-11-01 15:00:00+07:00,36.93,37.110001,32.139999,32.16,4883.0,
2021-12-01 15:00:00+07:00,33.310001,33.310001,29.065001,31.68,376.0,
2022-01-04 15:00:00+07:00,31.83412,36.529999,24.834999,26.834999,1060.0,
2022-02-01 15:00:00+07:00,26.12862,31.285,25.23,26.004999,1964.0,
2022-03-01 15:00:00+07:00,27.932631,27.932631,20.2575,23.635,9494.0,
2022-04-01 14:00:00+07:00,23.1,23.98575,18.1775,18.309999,11579.0,
2022-05-03 14:00:00+07:00,18.372841,21.315001,16.6,20.8375,1348.0,
2022-06-01 14:00:00+07:00,20.915001,21.205,14.825,15.2375,3186.0,
2022-07-01 14:00:00+07:00,15.0625,16.135,13.905,15.9775,2433.0,
2022-08-01 14:00:00+07:00,15.7425,18.120001,15.03,15.4725,321.0,
2022-09-01 14:00:00+07:00,15.21,17.27,13.21,13.48,400.0,
2022-10-03 14:00:00+07:00,13.45,18.809999,12.615,18.809999,995.0,
2022-11-01 15:00:00+07:00,18.879999,21.83,18.8475,20.91,372.0,
2022-12-01 15:00:00+07:00,21.4625,21.4625,19.245001,20.0725,2049.0,
2023-01-03 15:00:00+07:00,21.6775,23.817499,20.879999,22.695,49.0,
2023-02-01 15:00:00+07:00,22.465,23.665001,22.3375,23.325001,680.0,
2023-03-01 15:00:00+07:00,22.645,23.6525,17.24,18.950001,3971.0,
2023-04-03 14:00:00+07:00,19.32,22.762501,18.43,21.370001,1331.0,
2023-05-02 14:00:00+07:00,21.622499,21.717501,19.747499,20.195,562.0,
2023-06-01 14:00:00+07:00,21.094999,23.4725,21.094999,22.487499,295.0,
2023-07-03 14:00:00+07:00,23.93,28.235001,22.459999,27.65,1495.0,
2023-08-01 14:00:00+07:00,27.48,27.48,23.719999,23.7875,730.0,
2023-09-01 14:00:00+07:00,23.809999,24.5825,22.695,23.725,845.0,
2023-10-02 14:00:00+07:00,22.5525,25.280001,20.575001,20.940001,909.0,
2023-11-01 15:00:00+07:00,21.205,26.32,21.205,26.32,142.0,
2023-12-01 15:00:00+07:00,26.83,31.32,26.57,31.32,583.0,
2024-01-02 15:00:00+07:00,31.385,33.755001,29.825001,33.755001,472.0,
2024-02-01 15:00:00+07:00,32.07,36.619999,31.98,36.549999,294.0,
2024-03-01 15:00:00+07:00,36.935001,42.439999,36.935001,42.439999,1941.0,
2024-04-02 14:00:00+07:00,41.470001,42.465,34.41,39.744999,4403.0,
2024-05-01 14:00:00+07:00,39.244999,45.02,38.415001,41.794998,2102.0,
2024-06-03 14:00:00+07:00,43.130001,43.369999,38.529999,42.294998,278.0,
2024-07-01 14:00:00+07:00,44.259998,50.110001,43.32,47.985001,457.0,
2024-08-01 14:00:00+07:00,45.02,51.75,37.57,50.805,285.0,
2024-09-02 14:00:00+07:00,52.599998,52.599998,41.355,44.425,51143.0,
2024-10-01 14:00:00+07:00,43.49,51.81,40.75,50.465,1377.0,
2024-11-01 15:00:00+07:00,50.31,66.69,49.3,62.385,103577.0,
2024-12-02 15:00:00+07:00,62.13,67.63,52.56,56.24,1542.0,
2025-01-02 15:00:00+07:00,56.35,71.5,55.7,70.965,14549.0,
2025-02-03 15:00:00+07:00,66.41,78.4,61.23,65.775,24938.0,
2025-03-03 15:00:00+07:00,68.29,68.3,48.665,55.44,1145.0,
2025-04-01 14:00:00+07:00,56.09,57.75,36.32,55.75,2488.0,
