time,open,high,low,close
2005-03-01 07:00:00+07:00,1878500000.0,1878500000.0,1878500000.0,1878500000.0
2005-04-01 07:00:00+07:00,-1217900000.0,-1217900000.0,-1217900000.0,-1217900000.0
2005-05-01 07:00:00+07:00,-56800000.0,-56800000.0,-56800000.0,-56800000.0
2005-06-01 07:00:00+07:00,4188700000.0,4188700000.0,4188700000.0,4188700000.0
2005-07-01 07:00:00+07:00,4351700000.0,4351700000.0,4351700000.0,4351700000.0
2005-08-01 07:00:00+07:00,-4445900000.0,-4445900000.0,-4445900000.0,-4445900000.0
2005-09-01 07:00:00+07:00,-1054000000.0,-1054000000.0,-1054000000.0,-1054000000.0
2005-10-01 07:00:00+07:00,-2409200000.0,-2409200000.0,-2409200000.0,-2409200000.0
2005-11-01 07:00:00+07:00,-4662100000.0,-4662100000.0,-4662100000.0,-4662100000.0
2005-12-01 07:00:00+07:00,-3848900000.0,-3848900000.0,-3848900000.0,-3848900000.0
2006-01-01 07:00:00+07:00,-11846200000.0,-11846200000.0,-11846200000.0,-11846200000.0
2006-02-01 07:00:00+07:00,-5199500000.0,-5199500000.0,-5199500000.0,-5199500000.0
2006-03-01 07:00:00+07:00,-2278500000.0,-2278500000.0,-2278500000.0,-2278500000.0
2006-04-01 07:00:00+07:00,-5779000000.0,-5779000000.0,-5779000000.0,-5779000000.0
2006-05-01 07:00:00+07:00,-7573000000.0,-7573000000.0,-7573000000.0,-7573000000.0
2006-06-01 07:00:00+07:00,-2425600000.0,-2425600000.0,-2425600000.0,-2425600000.0
2006-07-01 07:00:00+07:00,-1839800000.0,-1839800000.0,-1839800000.0,-1839800000.0
2006-08-01 07:00:00+07:00,-7859500000.0,-7859500000.0,-7859500000.0,-7859500000.0
2006-09-01 07:00:00+07:00,-821200000.0,-821200000.0,-821200000.0,-821200000.0
2006-10-01 07:00:00+07:00,93600000.0,93600000.0,93600000.0,93600000.0
2006-11-01 07:00:00+07:00,2264000000.0,2264000000.0,2264000000.0,2264000000.0
2006-12-01 07:00:00+07:00,-285800000.0,-285800000.0,-285800000.0,-285800000.0
2007-01-01 07:00:00+07:00,-9948200000.0,-9948200000.0,-9948200000.0,-9948200000.0
2007-02-01 07:00:00+07:00,-4847000000.0,-4847000000.0,-4847000000.0,-4847000000.0
2007-03-01 07:00:00+07:00,3608200000.0,3608200000.0,3608200000.0,3608200000.0
2007-04-01 07:00:00+07:00,-2196200000.0,-2196200000.0,-2196200000.0,-2196200000.0
2007-05-01 07:00:00+07:00,-2690300000.0,-2690300000.0,-2690300000.0,-2690300000.0
2007-06-01 07:00:00+07:00,4282800000.0,4282800000.0,4282800000.0,4282800000.0
2007-07-01 07:00:00+07:00,1721500000.0,1721500000.0,1721500000.0,1721500000.0
2007-08-01 07:00:00+07:00,-1560500000.0,-1560500000.0,-1560500000.0,-1560500000.0
2007-09-01 07:00:00+07:00,272900000.0,272900000.0,272900000.0,272900000.0
2007-10-01 07:00:00+07:00,1209800000.0,1209800000.0,1209800000.0,1209800000.0
2007-11-01 07:00:00+07:00,-604600000.0,-604600000.0,-604600000.0,-604600000.0
2007-12-01 07:00:00+07:00,-7102400000.0,-7102400000.0,-7102400000.0,-7102400000.0
2008-01-01 07:00:00+07:00,-14518800000.0,-14518800000.0,-14518800000.0,-14518800000.0
2008-02-01 07:00:00+07:00,-1669700000.0,-1669700000.0,-1669700000.0,-1669700000.0
2008-03-01 07:00:00+07:00,-3873800000.0,-3873800000.0,-3873800000.0,-3873800000.0
2008-04-01 07:00:00+07:00,-1559800000.0,-1559800000.0,-1559800000.0,-1559800000.0
2008-05-01 07:00:00+07:00,-8052100000.0,-8052100000.0,-8052100000.0,-8052100000.0
2008-06-01 07:00:00+07:00,-4478500000.0,-4478500000.0,-4478500000.0,-4478500000.0
2008-07-01 07:00:00+07:00,-6144900000.0,-6144900000.0,-6144900000.0,-6144900000.0
2008-08-01 07:00:00+07:00,-12206000000.0,-12206000000.0,-12206000000.0,-12206000000.0
2008-09-01 07:00:00+07:00,-7866800000.0,-7866800000.0,-7866800000.0,-7866800000.0
2008-10-01 07:00:00+07:00,-3174000000.0,-3174000000.0,-3174000000.0,-3174000000.0
2008-11-01 07:00:00+07:00,-8551700000.000001,-8551700000.000001,-8551700000.000001,-8551700000.000001
2008-12-01 07:00:00+07:00,-3405000000.0,-3405000000.0,-3405000000.0,-3405000000.0
2009-01-01 07:00:00+07:00,-13702200000.0,-13702200000.0,-13702200000.0,-13702200000.0
2009-02-01 07:00:00+07:00,-3330200000.0,-3330200000.0,-3330200000.0,-3330200000.0
2009-03-01 07:00:00+07:00,-274000000.0,-274000000.0,-274000000.0,-274000000.0
2009-04-01 07:00:00+07:00,664700000.0,664700000.0,664700000.0,664700000.0
2009-05-01 07:00:00+07:00,707300000.0,707300000.0,707300000.0,707300000.0
2009-06-01 07:00:00+07:00,4315800000.0,4315800000.0,4315800000.0,4315800000.0
2009-07-01 07:00:00+07:00,11284000000.0,11284000000.0,11284000000.0,11284000000.0
2009-08-01 07:00:00+07:00,-3291800000.0,-3291800000.0,-3291800000.0,-3291800000.0
2009-09-01 07:00:00+07:00,-164600000.0,-164600000.0,-164600000.0,-164600000.0
2009-10-01 07:00:00+07:00,3002500000.0,3002500000.0,3002500000.0,3002500000.0
2009-11-01 07:00:00+07:00,1363100000.0,1363100000.0,1363100000.0,1363100000.0
2009-12-01 07:00:00+07:00,1859800000.0,1859800000.0,1859800000.0,1859800000.0
2010-01-01 07:00:00+07:00,-11345500000.0,-11345500000.0,-11345500000.0,-11345500000.0
2010-02-01 07:00:00+07:00,1520400000.0,1520400000.0,1520400000.0,1520400000.0
2010-03-01 07:00:00+07:00,1410600000.0,1410600000.0,1410600000.0,1410600000.0
2010-04-01 07:00:00+07:00,-1102700000.0,-1102700000.0,-1102700000.0,-1102700000.0
2010-05-01 07:00:00+07:00,-5472300000.0,-5472300000.0,-5472300000.0,-5472300000.0
2010-06-01 07:00:00+07:00,434000000.0,434000000.0,434000000.0,434000000.0
2010-07-01 07:00:00+07:00,4502700000.0,4502700000.0,4502700000.0,4502700000.0
2010-08-01 07:00:00+07:00,-6347000000.0,-6347000000.0,-6347000000.0,-6347000000.0
2010-09-01 07:00:00+07:00,15500000.0,15500000.0,15500000.0,15500000.0
2010-10-01 07:00:00+07:00,2583000000.0,2583000000.0,2583000000.0,2583000000.0
2010-11-01 07:00:00+07:00,-3143600000.0,-3143600000.0,-3143600000.0,-3143600000.0
2010-12-01 07:00:00+07:00,-1998100000.0,-1998100000.0,-1998100000.0,-1998100000.0
2011-01-01 07:00:00+07:00,-16911200000.0,-16911200000.0,-16911200000.0,-16911200000.0
2011-02-01 07:00:00+07:00,-3749000000.0,-3749000000.0,-3749000000.0,-3749000000.0
2011-03-01 07:00:00+07:00,-252500000.0,-252500000.0,-252500000.0,-252500000.0
2011-04-01 07:00:00+07:00,-5311200000.0,-5311200000.0,-5311200000.0,-5311200000.0
2011-05-01 07:00:00+07:00,-2594600000.0,-2594600000.0,-2594600000.0,-2594600000.0
2011-06-01 07:00:00+07:00,-1224000000.0,-1224000000.0,-1224000000.0,-1224000000.0
2011-07-01 07:00:00+07:00,561800000.0,561800000.0,561800000.0,561800000.0
2011-08-01 07:00:00+07:00,-7070700000.0,-7070700000.0,-7070700000.0,-7070700000.0
2011-09-01 07:00:00+07:00,-193100000.0,-193100000.0,-193100000.0,-193100000.0
2011-10-01 07:00:00+07:00,-2270700000.0,-2270700000.0,-2270700000.0,-2270700000.0
2011-11-01 07:00:00+07:00,3310700000.0,3310700000.0,3310700000.0,3310700000.0
2011-12-01 07:00:00+07:00,7006900000.0,7006900000.0,7006900000.0,7006900000.0
2012-01-01 07:00:00+07:00,-9386300000.0,-9386300000.0,-9386300000.0,-9386300000.0
2012-02-01 07:00:00+07:00,356100000.0,356100000.0,356100000.0,356100000.0
2012-03-01 07:00:00+07:00,6715100000.0,6715100000.0,6715100000.0,6715100000.0
2012-04-01 07:00:00+07:00,2653800000.0,2653800000.0,2653800000.0,2653800000.0
2012-05-01 07:00:00+07:00,5852800000.0,5852800000.0,5852800000.0,5852800000.0
2012-06-01 07:00:00+07:00,12277000000.0,12277000000.0,12277000000.0,12277000000.0
2012-07-01 07:00:00+07:00,12804700000.0,12804700000.0,12804700000.0,12804700000.0
2012-08-01 07:00:00+07:00,4645400000.0,4645400000.0,4645400000.0,4645400000.0
2012-09-01 07:00:00+07:00,8341100000.0,8341100000.0,8341100000.0,8341100000.0
2012-10-01 07:00:00+07:00,8976600000.0,8976600000.0,8976600000.0,8976600000.0
2012-11-01 07:00:00+07:00,12100100000.0,12100100000.0,12100100000.0,12100100000.0
2012-12-01 07:00:00+07:00,9900400000.0,9900400000.0,9900400000.0,9900400000.0
2013-01-01 07:00:00+07:00,-5784000000.0,-5784000000.0,-5784000000.0,-5784000000.0
